id_pedido,fecha_solicitud,id_cliente,peso,volumen,fecha_entrega
450078564,2025-04-30,C0000286,8.69,0.0412,2025-05-01
450078575,2023-01-30,C0000158,37.63,0.2710,2023-02-02
450078632,2023-05-29,C0000211,14.46,0.1128,2023-05-31
450078635,2025-02-20,C0000058,112.50,0.6277,2025-02-22
450078644,2023-06-15,C0000063,16.98,0.0744,2023-06-17
450078671,2023-12-23,C0000100,55.00,0.2805,2023-12-24
450078686,2023-09-02,C0000085,134.07,0.7079,2023-09-03
450078698,2024-02-04,C0000262,136.62,0.7705,2024-02-06
450078717,2025-03-04,C0000129,134.22,0.6281,2025-03-05
450078737,2023-08-28,C0000269,44.23,0.2521,2023-08-30
450078761,2025-05-27,C0000182,16.87,0.1306,2025-05-29
450078774,2024-03-03,C0000253,86.13,0.5943,2024-03-04
450078793,2024-10-22,C0000283,78.00,0.4493,2024-10-24
450078838,2024-11-09,C0000065,36.37,0.1877,2024-11-12
450078894,2023-05-30,C0000275,46.69,0.2689,2023-06-01
450078898,2025-06-29,C0000138,42.87,0.2444,2025-07-02
450078935,2025-03-05,C0000265,11.96,0.0689,2025-03-07
450078953,2024-02-19,C0000289,93.24,0.5762,2024-02-20
450079028,2024-01-26,C0000132,132.20,1.0312,2024-01-28
450079033,2025-01-02,C0000287,78.53,1.1968,2025-01-03
450079060,2025-06-07,C0000224,131.63,0.8135,2025-06-08
450079061,2024-03-29,C0000103,32.73,0.1453,2024-03-31
450079065,2023-06-17,C0000282,22.41,0.1371,2023-06-18
450079067,2024-06-09,C0000146,57.46,0.3206,2024-06-11
450079088,2024-09-14,C0000198,104.31,0.7072,2024-09-15
450079096,2024-10-11,C0000259,134.57,0.5894,2024-10-13
450079100,2024-02-03,C0000252,10.38,0.0461,2024-02-05
450079134,2024-12-21,C0000098,106.92,0.7634,2024-12-23
450079163,2024-09-24,C0000004,55.58,0.2801,2024-09-25
450079170,2023-05-22,C0000084,137.37,1.0715,2023-05-23
450079172,2023-10-17,C0000057,36.77,0.2008,2023-10-20
450079198,2023-06-26,C0000139,101.56,0.6093,2023-06-27
450079220,2023-11-17,C0000046,92.94,0.6301,2023-11-19
450079235,2023-12-26,C0000161,128.70,0.6486,2023-12-28
450079248,2023-06-17,C0000110,59.36,0.2813,2023-06-19
450079263,2024-07-01,C0000055,116.95,0.5192,2024-07-03
450079295,2023-07-24,C0000008,75.89,0.8816,2023-07-26
450079296,2024-03-02,C0000291,26.49,0.1303,2024-03-03
450079301,2024-11-22,C0000147,71.86,0.4786,2024-11-23
450079342,2023-09-06,C0000181,48.77,0.2165,2023-09-07
450079370,2023-02-08,C0000255,25.84,0.1163,2023-02-10
450079410,2025-03-14,C0000030,46.17,0.7130,2025-03-16
450079450,2025-01-28,C0000261,53.10,0.2453,2025-01-29
450079458,2023-07-30,C0000118,137.92,0.9765,2023-07-31
450079460,2023-11-25,C0000032,10.73,0.1246,2023-11-27
450079474,2024-07-12,C0000158,112.00,0.7325,2024-07-13
450079501,2025-04-05,C0000085,92.38,0.4490,2025-04-06
450079515,2023-05-20,C0000252,78.16,0.3564,2023-05-21
450079516,2024-08-25,C0000242,21.06,0.1428,2024-08-27
450079520,2024-09-03,C0000281,54.95,0.3792,2024-09-04
450079545,2024-06-30,C0000193,3.13,0.0171,2024-07-01
450079555,2023-07-04,C0000273,69.84,0.5364,2023-07-05
450079631,2024-09-23,C0000114,91.52,0.4283,2024-09-25
450079636,2023-08-04,C0000247,137.49,0.6187,2023-08-05
450079675,2024-08-05,C0000202,126.10,0.6053,2024-08-06
450079685,2023-05-17,C0000275,84.22,0.4244,2023-05-18
450079714,2023-01-12,C0000199,69.33,0.3037,2023-01-14
450079733,2024-10-06,C0000270,123.16,0.7168,2024-10-07
450079840,2023-03-26,C0000287,36.59,0.1844,2023-03-27
450079921,2024-07-29,C0000177,65.23,0.4892,2024-07-30
450079966,2025-04-03,C0000186,33.63,0.2058,2025-04-05
450079967,2023-01-03,C0000261,118.86,0.5491,2023-01-05
450079969,2023-10-25,C0000265,76.54,0.3582,2023-10-26
450079979,2024-11-19,C0000229,147.10,0.7061,2024-11-20
450079980,2024-03-01,C0000083,53.32,0.9291,2024-03-02
450080027,2023-01-30,C0000255,145.34,0.7587,2023-02-01
450080051,2024-10-18,C0000284,61.09,0.3519,2024-10-19
450080054,2023-05-09,C0000033,120.80,0.6813,2023-05-10
450080073,2023-07-16,C0000142,31.83,0.2292,2023-07-17
450080079,2024-01-06,C0000170,62.72,0.4365,2024-01-08
450080124,2024-12-16,C0000253,104.02,0.4868,2024-12-18
450080135,2024-09-23,C0000159,7.69,0.0452,2024-09-25
450080142,2023-07-12,C0000283,107.08,0.7967,2023-07-14
450080146,2024-06-03,C0000230,49.02,0.2941,2024-06-05
450080150,2024-10-20,C0000277,96.20,0.5772,2024-10-21
450080196,2025-03-18,C0000222,7.48,0.0377,2025-03-19
450080214,2024-10-17,C0000288,60.31,0.2931,2024-10-18
450080231,2024-07-22,C0000229,18.74,0.2894,2024-07-23
450080261,2025-01-30,C0000113,27.27,0.1293,2025-01-31
450080271,2025-03-31,C0000015,24.63,0.3112,2025-04-02
450080275,2024-06-14,C0000280,25.92,0.1695,2024-06-15
450080299,2024-12-25,C0000063,82.10,0.4975,2024-12-27
450080341,2025-03-14,C0000144,143.01,1.0640,2025-03-24
450080375,2023-11-27,C0000272,83.44,0.5206,2023-11-29
450080377,2023-12-09,C0000040,123.94,0.6470,2023-12-11
450080379,2023-10-14,C0000244,82.61,0.3717,2023-10-15
450080411,2023-08-07,C0000287,35.72,0.2572,2023-08-12
450080430,2023-05-29,C0000265,31.19,0.1572,2023-05-30
450080475,2024-07-08,C0000272,51.28,0.2985,2024-07-09
450080505,2024-01-25,C0000195,4.32,0.0283,2024-01-27
450080543,2023-01-30,C0000224,18.53,0.0900,2023-01-31
450080565,2024-06-14,C0000031,84.42,0.3799,2024-06-15
450080594,2024-01-10,C0000008,143.35,0.7827,2024-01-12
450080645,2025-01-08,C0000295,144.98,1.0265,2025-01-10
450080670,2023-10-22,C0000026,143.16,1.1167,2023-10-24
450080715,2025-01-07,C0000300,7.16,0.1092,2025-01-08
450080720,2024-02-26,C0000256,109.27,0.6097,2024-02-28
450080753,2023-08-26,C0000237,46.38,0.2755,2023-08-29
450080767,2025-06-13,C0000296,30.16,0.1665,2025-06-15
450080783,2024-08-07,C0000232,142.50,0.8208,2024-08-09
450080793,2024-11-26,C0000046,65.13,0.7691,2024-11-28
450080809,2024-01-20,C0000291,176.81,0.7851,2024-01-22
450080820,2024-04-13,C0000058,92.30,1.1580,2024-04-15
450080826,2023-12-18,C0000236,99.16,0.6842,2023-12-19
450080857,2024-07-14,C0000027,151.02,1.1055,2024-07-16
450080858,2025-04-10,C0000120,105.69,0.5073,2025-04-11
450080900,2024-01-12,C0000187,93.59,0.5559,2024-01-14
450080917,2023-11-10,C0000206,133.11,0.8386,2023-11-12
450080918,2024-01-24,C0000019,37.53,0.2657,2024-01-26
450080919,2023-02-06,C0000278,41.61,0.3096,2023-02-07
450080932,2023-09-26,C0000161,125.80,0.6869,2023-09-28
450080936,2023-02-24,C0000289,59.59,0.9085,2023-02-26
450080965,2025-05-08,C0000267,126.62,0.7749,2025-05-09
450080974,2023-07-02,C0000280,151.90,0.8932,2023-07-03
450080984,2024-06-15,C0000044,3.51,0.0177,2024-06-18
450081016,2024-05-22,C0000295,21.96,0.1607,2024-05-24
450081018,2024-02-02,C0000095,133.61,0.9300,2024-02-04
450081020,2023-02-09,C0000289,131.04,0.9120,2023-02-10
450081031,2023-02-19,C0000290,106.59,0.5372,2023-02-20
450081045,2023-09-06,C0000201,110.18,0.8461,2023-09-08
450081084,2024-10-15,C0000259,41.77,0.2907,2024-10-18
450081092,2023-11-06,C0000078,2.35,0.0134,2023-11-09
450081101,2025-01-16,C0000129,21.66,0.1144,2025-01-19
450081113,2025-02-05,C0000133,15.44,0.0908,2025-02-06
450081116,2025-01-16,C0000193,124.88,0.7867,2025-01-18
450081148,2024-04-20,C0000226,139.23,0.8521,2024-04-22
450081183,2023-12-30,C0000070,49.77,0.2419,2024-01-01
450081190,2025-06-05,C0000181,113.60,0.8861,2025-06-07
450081192,2023-02-24,C0000128,64.51,0.4645,2023-03-05
450081195,2024-06-26,C0000054,20.96,0.1484,2024-06-28
450081211,2023-02-06,C0000227,66.44,0.3667,2023-02-08
450081217,2025-01-29,C0000286,97.89,0.5286,2025-01-31
450081251,2025-01-24,C0000241,112.16,0.6663,2025-01-25
450081342,2024-01-15,C0000028,7.54,0.0439,2024-01-17
450081399,2025-04-28,C0000073,44.81,0.3388,2025-04-29
450081452,2025-03-18,C0000132,59.24,0.3128,2025-03-20
450081460,2024-12-11,C0000096,82.32,0.5038,2024-12-13
450081463,2024-09-10,C0000057,31.29,0.1633,2024-09-13
450081497,2025-02-01,C0000051,113.39,0.6939,2025-02-02
450081545,2024-01-23,C0000270,63.55,0.4004,2024-01-24
450081556,2024-09-05,C0000154,36.41,0.2075,2024-09-06
450081585,2025-05-29,C0000153,25.16,0.1465,2025-05-30
450081586,2025-06-08,C0000143,135.87,0.5707,2025-06-10
450081617,2023-05-08,C0000175,122.40,0.5655,2023-05-09
450081633,2024-05-09,C0000132,86.03,0.3974,2024-05-10
450081649,2024-01-30,C0000187,33.58,0.1894,2024-02-02
450081658,2023-08-14,C0000254,52.25,0.2508,2023-08-17
450081706,2025-05-27,C0000273,93.37,0.5322,2025-05-28
450081715,2023-02-04,C0000225,45.82,0.3574,2023-02-05
450081723,2025-06-06,C0000127,4.74,0.0686,2025-06-07
450081768,2024-10-24,C0000088,99.91,0.4496,2024-10-25
450081776,2024-02-04,C0000118,138.75,1.0406,2024-02-06
450081797,2023-02-24,C0000289,51.97,0.3679,2023-02-25
450081815,2023-03-17,C0000055,67.77,0.3415,2023-03-18
450081834,2023-05-09,C0000159,82.52,0.4011,2023-05-17
450081840,2023-10-13,C0000068,31.97,0.2206,2023-10-15
450081890,2025-02-18,C0000295,135.26,1.0550,2025-02-19
450081908,2025-05-04,C0000088,122.76,0.7292,2025-05-05
450081922,2023-10-20,C0000282,51.23,0.3873,2023-10-22
450081924,2023-07-08,C0000142,44.38,0.1997,2023-07-09
450081945,2023-07-08,C0000079,63.83,0.3868,2023-07-10
450081949,2023-11-27,C0000152,63.57,0.3051,2023-11-29
450081993,2023-09-17,C0000254,124.36,0.9700,2023-09-19
450082017,2025-01-11,C0000196,45.44,0.3135,2025-01-13
450082025,2025-04-06,C0000083,147.34,0.7514,2025-04-08
450082048,2025-05-27,C0000279,50.66,0.2796,2025-05-28
450082060,2025-06-14,C0000213,44.89,0.6221,2025-06-15
450082079,2024-11-11,C0000155,116.58,0.5246,2024-11-13
450082096,2023-02-03,C0000283,75.31,0.4835,2023-02-05
450082102,2024-02-22,C0000174,104.90,0.6105,2024-02-24
450082108,2024-04-18,C0000191,91.20,0.4706,2024-04-19
450082121,2024-07-12,C0000083,57.53,0.7673,2024-07-14
450082147,2024-04-15,C0000108,27.32,0.1869,2024-04-18
450082197,2023-07-07,C0000137,47.34,0.6314,2023-07-08
450082204,2023-06-26,C0000032,26.21,0.1808,2023-06-27
450082231,2024-06-05,C0000272,83.76,0.4222,2024-06-10
450082241,2024-10-06,C0000262,98.54,0.5380,2024-10-07
450082249,2025-02-01,C0000042,117.23,0.7385,2025-02-03
450082257,2023-11-28,C0000274,160.03,1.0274,2023-11-29
450082271,2025-03-25,C0000090,89.55,0.4245,2025-03-26
450082289,2023-12-23,C0000078,143.65,0.9739,2023-12-25
450082314,2024-08-13,C0000245,8.28,0.0437,2024-08-16
450082315,2023-02-15,C0000120,129.12,0.9684,2023-02-16
450082319,2025-02-25,C0000260,19.66,0.1003,2025-02-28
450082330,2023-04-04,C0000174,11.95,0.1929,2023-04-05
450082337,2024-04-05,C0000300,117.24,0.7949,2024-04-06
450082373,2025-04-18,C0000102,88.46,0.5202,2025-04-20
450082387,2023-11-12,C0000293,9.08,0.0392,2023-11-15
450082432,2023-04-17,C0000041,58.84,0.3212,2023-04-19
450082467,2023-01-01,C0000134,59.09,0.2765,2023-01-03
450082513,2023-02-19,C0000270,35.97,0.5224,2023-02-20
450082521,2023-12-11,C0000178,27.97,0.1561,2023-12-13
450082542,2023-09-13,C0000064,40.37,0.2252,2023-09-14
450082573,2025-01-06,C0000299,97.27,0.5077,2025-01-08
450082575,2023-05-24,C0000192,13.16,0.0821,2023-05-27
450082585,2024-06-21,C0000282,87.45,0.6506,2024-06-22
450082633,2024-07-24,C0000261,111.34,0.5879,2024-07-26
450082644,2023-06-27,C0000241,111.96,0.5172,2023-06-29
450082680,2023-08-01,C0000267,93.70,0.5678,2023-08-03
450082685,2023-03-11,C0000297,53.24,0.4025,2023-03-13
450082737,2024-07-18,C0000258,63.22,0.7465,2024-07-20
450082748,2024-07-13,C0000107,101.09,0.7157,2024-07-14
450082774,2025-05-18,C0000160,3.10,0.0136,2025-05-19
450082798,2023-05-28,C0000274,115.58,0.5964,2023-05-29
450082808,2024-10-03,C0000010,97.31,0.4320,2024-10-04
450082878,2023-09-20,C0000169,45.41,0.2289,2023-09-23
450082956,2024-09-20,C0000257,30.73,0.4918,2024-09-21
450082960,2023-01-07,C0000021,31.58,0.4032,2023-01-12
450082978,2024-03-30,C0000206,2.01,0.0111,2024-04-02
450082994,2025-02-02,C0000254,149.87,1.1510,2025-02-03
450083054,2023-11-21,C0000223,133.57,0.8655,2023-11-22
450083068,2023-04-22,C0000255,47.97,0.3022,2023-04-23
450083093,2025-01-16,C0000185,81.20,0.4482,2025-01-17
450083142,2023-02-12,C0000048,92.56,0.5387,2023-02-13
450083156,2024-11-23,C0000026,131.49,0.6075,2024-11-25
450083165,2024-08-19,C0000221,44.38,0.3195,2024-08-20
450083169,2025-04-25,C0000257,72.40,0.3866,2025-04-27
450083224,2023-03-19,C0000234,89.71,0.4037,2023-03-20
450083232,2023-02-08,C0000283,6.24,0.0322,2023-02-09
450083248,2024-12-16,C0000006,54.22,0.3318,2024-12-18
450083255,2023-02-26,C0000225,36.58,0.2195,2023-02-27
450083297,2025-02-23,C0000141,95.57,0.5849,2025-02-24
450083306,2023-08-03,C0000260,118.02,0.5028,2023-08-05
450083308,2023-10-31,C0000295,87.25,0.3979,2023-11-01
450083346,2025-04-18,C0000026,34.17,0.2357,2025-04-20
450083349,2024-03-09,C0000215,77.70,0.4662,2024-03-10
450083385,2023-08-28,C0000190,52.75,0.9191,2023-08-29
450083395,2024-04-15,C0000004,44.63,0.4798,2024-04-17
450083424,2023-07-30,C0000216,109.31,0.7280,2023-07-31
450083536,2024-06-20,C0000086,39.65,0.2450,2024-06-22
450083541,2023-02-21,C0000255,101.63,0.4269,2023-02-23
450083561,2024-02-19,C0000121,106.42,0.7087,2024-02-20
450083576,2024-05-13,C0000258,34.70,0.1874,2024-05-14
450083585,2024-08-11,C0000151,43.18,0.3238,2024-08-13
450083591,2024-01-20,C0000174,6.23,0.0299,2024-01-21
450083614,2023-06-18,C0000280,35.26,0.2433,2023-06-20
450083644,2023-04-16,C0000073,76.53,0.4362,2023-04-18
450083727,2025-06-23,C0000215,28.41,0.1807,2025-06-24
450083749,2024-02-15,C0000270,29.08,0.1570,2024-02-18
450083782,2024-05-07,C0000276,63.70,0.3745,2024-05-08
450083787,2023-04-07,C0000002,118.16,0.8224,2023-04-08
450083837,2024-02-25,C0000164,24.20,0.1118,2024-02-28
450083850,2025-03-21,C0000206,7.45,0.0344,2025-03-24
450083863,2024-11-11,C0000102,35.72,0.5767,2024-11-12
450083871,2023-11-03,C0000021,3.90,0.0171,2023-11-06
450083893,2024-12-03,C0000252,118.18,0.5814,2024-12-05
450083912,2024-04-07,C0000019,145.01,0.8266,2024-04-08
450083921,2024-12-05,C0000210,134.42,0.6936,2024-12-06
450083923,2024-02-26,C0000263,50.88,0.2381,2024-02-29
450083930,2024-02-06,C0000278,138.42,1.0132,2024-02-08
450083958,2025-02-17,C0000020,86.92,0.5893,2025-02-18
450083970,2023-07-05,C0000265,6.52,0.0329,2023-07-08
450083982,2025-06-19,C0000253,6.00,0.0741,2025-06-20
450083984,2024-04-03,C0000259,104.24,0.4754,2024-04-05
450083987,2024-10-29,C0000270,28.12,0.2126,2024-10-30
450084003,2024-11-27,C0000244,53.62,0.3089,2024-11-29
450084019,2024-03-02,C0000273,45.97,0.1958,2024-03-05
450084081,2023-07-29,C0000122,71.57,0.4122,2023-07-31
450084100,2024-08-08,C0000060,53.65,0.2768,2024-08-10
450084101,2024-09-26,C0000158,88.45,0.4299,2024-09-27
450084126,2024-12-14,C0000104,77.04,0.4345,2024-12-15
450084147,2023-12-11,C0000166,34.83,0.2382,2023-12-12
450084165,2023-11-15,C0000293,91.05,0.6064,2023-11-16
450084180,2023-11-12,C0000292,97.17,0.7230,2023-11-13
450084221,2023-09-08,C0000278,58.12,0.2825,2023-09-10
450084250,2025-06-25,C0000265,10.94,0.0696,2025-06-28
450084253,2025-02-05,C0000220,29.27,0.2090,2025-02-07
450084270,2024-08-19,C0000267,124.24,0.7156,2024-08-21
450084307,2024-03-03,C0000282,8.66,0.0515,2024-03-05
450084330,2025-06-04,C0000194,83.77,0.4624,2025-06-05
450084348,2024-06-24,C0000055,12.83,0.0916,2024-06-27
450084366,2024-06-07,C0000182,52.14,0.7548,2024-06-08
450084371,2023-08-04,C0000277,83.10,0.5335,2023-08-05
450084381,2025-04-14,C0000297,122.29,0.5650,2025-04-16
450084382,2024-09-21,C0000259,29.16,0.4507,2024-09-23
450084449,2023-06-10,C0000025,127.59,0.6890,2023-06-12
450084455,2025-05-25,C0000183,101.03,0.4304,2025-06-01
450084456,2024-07-05,C0000206,25.07,0.1113,2024-07-06
450084500,2023-04-08,C0000266,65.71,0.3864,2023-04-09
450084505,2023-12-06,C0000294,176.20,0.7718,2023-12-07
450084507,2023-07-30,C0000202,113.38,0.5238,2023-07-31
450084511,2024-10-29,C0000010,149.96,1.0437,2024-10-31
450084535,2023-04-18,C0000133,26.68,0.3521,2023-04-20
450084569,2025-05-13,C0000155,124.07,0.6030,2025-05-15
450084622,2023-08-24,C0000094,57.25,0.2954,2023-08-25
450084624,2024-01-13,C0000139,65.46,1.1488,2024-01-14
450084634,2025-03-25,C0000209,12.50,0.0833,2025-03-27
450084648,2023-09-20,C0000053,96.64,0.5103,2023-09-22
450084671,2023-10-08,C0000187,22.79,0.1517,2023-10-09
450084690,2023-02-22,C0000267,38.95,0.4371,2023-02-23
450084692,2023-09-11,C0000256,18.13,0.0925,2023-09-12
450084734,2024-09-29,C0000024,119.36,0.8308,2024-10-01
450084766,2023-10-04,C0000260,47.22,0.2323,2023-10-06
450084775,2023-07-06,C0000055,70.85,0.4294,2023-07-11
450084789,2024-07-05,C0000106,33.51,0.1508,2024-07-08
450084792,2024-01-02,C0000204,99.00,0.7722,2024-01-04
450084807,2025-05-18,C0000127,6.46,0.0295,2025-05-20
450084816,2023-11-17,C0000068,7.12,0.0346,2023-11-18
450084826,2023-09-27,C0000272,143.74,0.9573,2023-09-29
450084914,2024-07-10,C0000258,92.01,0.5520,2024-07-11
450084948,2025-05-10,C0000210,112.58,0.6079,2025-05-11
450084989,2025-06-22,C0000117,18.58,0.0814,2025-06-23
450085013,2024-11-13,C0000296,37.48,0.6085,2024-11-15
450085031,2024-06-24,C0000142,8.10,0.0622,2024-06-25
450085034,2025-03-05,C0000289,37.99,0.2120,2025-03-07
450085060,2024-02-26,C0000280,29.93,0.2317,2024-02-27
450085091,2023-07-09,C0000148,96.20,0.6407,2023-07-10
450085107,2023-07-27,C0000086,120.79,0.7102,2023-07-28
450085113,2023-06-22,C0000133,25.07,0.1158,2023-06-24
450085129,2025-04-01,C0000122,117.94,0.7147,2025-04-03
450085144,2023-08-15,C0000266,42.05,0.1943,2023-08-16
450085162,2024-03-20,C0000073,100.26,0.5294,2024-03-22
450085189,2024-11-21,C0000083,53.03,0.3372,2024-11-22
450085214,2023-04-12,C0000044,98.94,0.7243,2023-04-16
450085217,2024-10-28,C0000292,79.60,0.6208,2024-10-30
450085226,2023-02-20,C0000269,59.94,0.3668,2023-02-21
450085286,2025-01-18,C0000295,27.96,0.1896,2025-01-19
450085342,2023-09-01,C0000063,116.05,0.6685,2023-09-02
450085362,2025-02-01,C0000126,111.62,0.6362,2025-02-02
450085367,2025-04-14,C0000286,54.25,0.3613,2025-04-15
450085371,2023-11-22,C0000039,94.20,0.6104,2023-11-24
450085375,2024-01-25,C0000248,50.99,0.2845,2024-01-27
450085397,2025-03-29,C0000256,35.81,0.2256,2025-03-30
450085413,2024-10-29,C0000028,8.79,0.0432,2024-10-30
450085426,2024-11-26,C0000193,23.85,0.3998,2024-11-28
450085504,2023-03-29,C0000257,28.13,0.3213,2023-03-30
450085518,2023-08-29,C0000066,16.26,0.1083,2023-08-30
450085536,2023-06-14,C0000215,25.36,0.1324,2023-06-17
450085548,2023-05-21,C0000270,143.52,0.6889,2023-05-22
450085589,2023-09-12,C0000256,102.25,0.6932,2023-09-13
450085630,2023-03-10,C0000257,63.80,0.3751,2023-03-11
450085633,2023-11-22,C0000266,139.22,0.9690,2023-11-24
450085642,2024-02-26,C0000294,118.99,0.6211,2024-02-27
450085672,2024-02-09,C0000125,116.62,0.8256,2024-02-10
450085677,2024-11-27,C0000027,75.68,0.5268,2024-11-29
450085680,2024-02-26,C0000071,52.93,0.8455,2024-02-27
450085683,2025-04-02,C0000187,75.70,0.4860,2025-04-04
450085720,2025-04-01,C0000049,9.70,0.0617,2025-04-03
450085735,2024-10-22,C0000193,32.19,0.1623,2024-10-24
450085746,2023-01-14,C0000194,4.50,0.0534,2023-01-15
450085796,2024-03-25,C0000247,94.06,0.6039,2024-03-27
450085826,2023-12-25,C0000238,84.29,0.3844,2023-12-26
450085858,2025-05-22,C0000216,151.53,0.8455,2025-05-23
450085864,2024-10-08,C0000025,134.15,0.6117,2024-10-09
450085867,2023-12-10,C0000125,148.43,0.9707,2023-12-11
450085873,2024-10-18,C0000070,88.33,0.3763,2024-10-19
450085885,2024-11-19,C0000037,30.68,0.2283,2024-11-20
450085895,2024-05-27,C0000284,138.75,0.8325,2024-05-29
450085903,2024-05-07,C0000256,85.54,0.5133,2024-05-14
450085917,2024-06-04,C0000018,65.73,0.4496,2024-06-06
450085934,2023-07-10,C0000178,19.71,0.2782,2023-07-11
450085949,2024-01-27,C0000206,27.89,0.4503,2024-01-28
450085965,2023-01-31,C0000289,113.81,0.5326,2023-02-01
450086004,2024-11-07,C0000042,147.02,1.1291,2024-11-09
450086008,2025-01-19,C0000165,78.49,0.5933,2025-01-20
450086024,2024-03-28,C0000295,19.77,0.1376,2024-03-29
450086025,2025-05-17,C0000272,34.10,0.1841,2025-05-19
450086049,2024-10-04,C0000170,109.42,0.5186,2024-10-05
450086061,2024-11-10,C0000134,8.88,0.0661,2024-11-12
450086086,2024-07-24,C0000260,140.45,0.9691,2024-07-26
450086094,2023-03-22,C0000270,110.19,0.4826,2023-03-24
450086106,2024-04-23,C0000028,46.47,0.5621,2024-04-25
450086112,2023-06-06,C0000100,7.51,0.0842,2023-06-07
450086125,2024-08-16,C0000254,140.33,0.8504,2024-08-17
450086126,2025-02-06,C0000244,115.92,0.5981,2025-02-08
450086166,2023-11-14,C0000104,88.16,0.6242,2023-11-15
450086208,2024-11-24,C0000009,82.31,0.3803,2024-11-25
450086212,2024-07-19,C0000227,42.50,0.2295,2024-07-20
450086221,2024-04-13,C0000286,90.29,0.6230,2024-04-15
450086228,2024-11-16,C0000028,18.98,0.1139,2024-11-18
450086254,2024-02-11,C0000060,5.28,0.0364,2024-02-13
450086259,2024-11-14,C0000202,127.42,0.9938,2024-11-16
450086270,2023-05-24,C0000095,80.52,0.4107,2023-05-25
450086279,2023-05-11,C0000214,96.97,0.7505,2023-05-13
450086281,2023-09-16,C0000282,21.02,0.1450,2023-09-18
450086315,2025-03-06,C0000296,136.29,0.6215,2025-03-07
450086318,2023-06-11,C0000152,129.28,0.7524,2023-06-13
450086341,2025-03-16,C0000203,37.58,0.2796,2025-03-17
450086347,2024-07-12,C0000026,17.77,0.1269,2024-07-14
450086363,2025-06-24,C0000236,21.68,0.1405,2025-06-25
450086381,2024-05-04,C0000206,28.94,0.1337,2024-05-06
450086384,2025-01-08,C0000256,22.09,0.1193,2025-01-10
450086389,2025-01-02,C0000059,3.49,0.0262,2025-01-03
450086434,2024-12-13,C0000148,136.51,0.7372,2024-12-14
450086467,2024-09-05,C0000008,18.06,0.1116,2024-09-08
450086516,2024-03-23,C0000137,113.89,0.6765,2024-03-25
450086531,2025-03-18,C0000171,15.39,0.0646,2025-03-20
450086561,2023-01-12,C0000091,10.23,0.1888,2023-01-15
450086566,2025-04-11,C0000029,104.74,0.5342,2025-04-12
450086575,2024-05-18,C0000209,121.66,0.8468,2024-05-19
450086605,2024-12-25,C0000258,144.44,0.6240,2024-12-27
450086636,2024-08-22,C0000053,130.10,0.7494,2024-08-23
450086690,2023-01-03,C0000292,122.76,0.7734,2023-01-04
450086693,2023-05-05,C0000008,141.55,0.7559,2023-05-06
450086716,2023-02-01,C0000202,20.22,0.1043,2023-02-03
450086729,2023-06-23,C0000273,6.23,0.0265,2023-06-25
450086804,2024-12-15,C0000202,77.55,0.4793,2024-12-16
450086828,2023-03-11,C0000101,143.59,0.9305,2023-03-13
450086889,2025-06-17,C0000258,51.30,0.3078,2025-06-18
450086926,2024-08-16,C0000037,125.89,0.5514,2024-08-17
450086944,2023-04-13,C0000061,98.88,0.4272,2023-04-14
450086987,2023-04-27,C0000289,35.68,0.1862,2023-04-29
450087009,2023-07-04,C0000124,99.66,0.4365,2023-07-06
450087011,2025-05-09,C0000088,8.41,0.0389,2025-05-11
450087015,2024-03-23,C0000252,29.30,0.1582,2024-03-24
450087045,2023-01-15,C0000293,121.35,0.9991,2023-01-16
450087075,2024-07-25,C0000298,23.36,0.1401,2024-07-27
450087098,2025-03-29,C0000288,48.22,0.2257,2025-04-01
450087115,2025-02-10,C0000212,14.58,0.1102,2025-02-12
450087118,2024-04-01,C0000282,82.42,0.4747,2024-04-02
450087122,2023-09-17,C0000177,3.10,0.0188,2023-09-18
450087138,2024-11-15,C0000224,0.93,0.0056,2024-11-18
450087163,2024-08-30,C0000259,104.90,0.5098,2024-09-01
450087168,2024-11-12,C0000110,169.60,0.9260,2024-11-14
450087171,2023-02-18,C0000195,16.19,0.0952,2023-02-20
450087173,2024-06-28,C0000046,95.23,0.4914,2024-06-29
450087263,2023-11-25,C0000295,74.67,0.4973,2023-11-26
450087272,2024-11-12,C0000166,130.65,0.6663,2024-11-13
450087286,2023-12-08,C0000161,7.44,0.0402,2023-12-10
450087297,2023-07-28,C0000010,18.71,0.1246,2023-07-30
450087340,2024-07-27,C0000262,100.84,0.7805,2024-07-29
450087426,2024-05-05,C0000092,81.39,0.5079,2024-05-07
450087428,2023-11-19,C0000078,118.51,0.8248,2023-11-20
450087437,2024-12-22,C0000007,162.48,1.1211,2024-12-23
450087439,2024-12-31,C0000065,149.34,1.1290,2025-01-02
450087450,2025-06-08,C0000124,3.67,0.0260,2025-06-11
450087468,2024-06-13,C0000131,11.89,0.0871,2024-06-15
450087469,2023-01-29,C0000045,138.77,0.9408,2023-01-31
450087482,2023-01-30,C0000165,64.11,0.4193,2023-02-01
450087499,2025-05-28,C0000236,130.75,0.9727,2025-05-30
450087517,2024-05-06,C0000299,53.17,0.2297,2024-05-08
450087556,2023-08-09,C0000101,80.83,0.6304,2023-08-10
450087569,2024-06-17,C0000087,53.17,0.3286,2024-06-19
450087587,2024-08-08,C0000047,143.04,0.8325,2024-08-10
450087655,2024-03-30,C0000284,50.29,0.3922,2024-03-31
450087674,2023-04-20,C0000233,136.28,0.7932,2023-04-22
